,Unnamed: 0,link,Год постройки,Жилая,Кухня,Общая,Отопление,Парковка,Построен,Район,Срок сдачи,Тип дома,Тип жилья,Тип перекрытий,Цена,Этаж,Мусоропровод_dummy,Лифт_dummy,Авариное,metro_time,Транспорт,Этаж1,Этажей,Доля,Комната,Собственник,Район_<р-н Автозаводский>,Район_<р-н Железнодорожный>,Район_<р-н Кировский>,Район_<р-н Красноглинский>,Район_<р-н Куйбышевский>,Район_<р-н Ленинский>,Район_<р-н Октябрьский>,Район_<р-н Промышленный>,Район_<р-н Самарский>,Район_<р-н Советский>,Тип жилья_<Вторичка>,Тип жилья_<Вторичка Апартаменты>,Тип жилья_<Вторичка Пентхаус>,Тип жилья_<Новостройка>,Тип перекрытий_<Деревянные>,Тип перекрытий_<Железобетонные>,Тип перекрытий_<Смешанные>,Газоснабжение_<Автономное>,Газоснабжение_<Центральное>,Отопление_<Автономная котельная>,Отопление_<Индивидуальный тепловой пункт>,Отопление_<Котел/Квартирное отопление>,Отопление_<Печь>,Отопление_<Центральное>,Транспорт_<В пешей доступности>,Транспорт_<Далеко>,Транспорт_<На транспорте близко>,Комната_<1>,Комната_<2>,Комната_<3>,Комната_<4>,Комната_<5>,Комната_<К>,Комната_<М>,Комната_<С>,Парковка_<Наземная>,Парковка_<Нет инфо>,Парковка_<Подземная>
340,340,https://samara.cian.ru/sale/flat/238837007/,,20.0,9.0,40.0,Нет инфо,Нет инфо,2020.0,р-н Октябрьский,,Нет инфо,Вторичка,Нет инфо,2850000.0,2 из 4,0,0,0,,Далеко,2.0,4.0,0.5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
341,341,https://samara.cian.ru/sale/flat/245428326/,2011.0,17.0,11.0,36.0,Котел/Квартирное отопление,Нет инфо,2011.0,р-н Красноглинский,,Кирпичный,Вторичка,Железобетонные,1400000.0,2 из 3,0,0,0,,Далеко,2.0,3.0,0.6666666666666666,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
342,342,https://samara.cian.ru/sale/flat/227787873/,,16.0,4.0,23.0,Печь,Нет инфо,,р-н Железнодорожный,,Деревянный,Вторичка,Деревянные,580000.0,1 из 1,0,0,0,,Далеко,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
343,343,https://samara.cian.ru/sale/flat/209783945/,2012.0,16.0,9.0,31.0,Котел/Квартирное отопление,Нет инфо,,р-н Красноглинский,,Кирпичный,Вторичка,Железобетонные,1490000.0,3 из 3,0,0,0,,Далеко,3.0,3.0,1.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
344,344,https://samara.cian.ru/sale/flat/236591590/,2012.0,15.0,8.0,39.0,Центральное,Нет инфо,,р-н Советский,,Кирпичный,Вторичка,Железобетонные,3000000.0,2 из 20,0,1,0,,Далеко,2.0,20.0,0.1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
345,345,https://samara.cian.ru/sale/flat/244774104/,2017.0,20.0,11.0,54.0,Центральное,Нет инфо,2016.0,р-н Советский,,Монолитный,Вторичка,Железобетонные,2950000.0,1 из 17,0,1,0,,Далеко,1.0,17.0,0.058823529411764705,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
346,346,https://samara.cian.ru/sale/flat/219762101/,,16.0,6.0,31.0,Нет инфо,Нет инфо,,р-н Самарский,,Нет инфо,Вторичка,Нет инфо,2000000.0,1 из 4,0,0,0,,Далеко,1.0,4.0,0.25,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
347,347,https://samara.cian.ru/sale/flat/229105513/,,18.0,8.0,37.0,Нет инфо,Нет инфо,,р-н Красноглинский,,Нет инфо,Вторичка,Нет инфо,1300000.0,3 из 10,0,0,0,,Далеко,3.0,10.0,0.3,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
348,348,https://samara.cian.ru/sale/flat/245042706/,1976.0,12.0,4.0,22.0,Центральное,Нет инфо,,р-н Промышленный,,Панельный,Вторичка,Железобетонные,1680000.0,8 из 9,0,1,0,,Далеко,8.0,9.0,0.8888888888888888,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
349,349,https://samara.cian.ru/sale/flat/243206377/,1963.0,17.0,6.0,30.0,Центральное,Нет инфо,,р-н Советский,,Кирпичный,Вторичка,Железобетонные,1800000.0,1 из 3,0,0,0,,Далеко,1.0,3.0,0.3333333333333333,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
350,350,https://samara.cian.ru/sale/flat/245702213/,1959.0,19.0,5.0,33.0,Центральное,Нет инфо,,р-н Советский,,Кирпичный,Вторичка,Железобетонные,1980000.0,2 из 5,0,0,0,,Далеко,2.0,5.0,0.4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
351,351,https://samara.cian.ru/sale/flat/245151001/,1977.0,17.0,5.0,28.0,Центральное,Нет инфо,1977.0,р-н Советский,,Кирпичный,Вторичка,Железобетонные,2000000.0,9 из 9,0,1,0,,Далеко,9.0,9.0,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
352,352,https://samara.cian.ru/sale/flat/245868069/,1975.0,,,30.0,Центральное,Нет инфо,1975.0,р-н Октябрьский,,Кирпичный,Вторичка,Железобетонные,2050000.0,2 из 5,0,0,0,,Далеко,2.0,5.0,0.4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
353,353,https://samara.cian.ru/sale/flat/245571574/,1987.0,12.0,8.0,29.0,Центральное,Нет инфо,,р-н Промышленный,,Панельный,Вторичка,Железобетонные,2300000.0,7 из 9,0,1,0,,Далеко,7.0,9.0,0.7777777777777778,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
354,354,https://samara.cian.ru/sale/flat/245435944/,2005.0,19.0,14.0,47.0,Центральное,Нет инфо,,р-н Кировский,,Панельный,Вторичка,Железобетонные,2500000.0,3 из 10,0,1,0,,Далеко,3.0,10.0,0.3,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
355,355,https://samara.cian.ru/sale/flat/242705011/,,17.0,9.0,40.0,Нет инфо,Нет инфо,,р-н Октябрьский,,Нет инфо,Вторичка,Нет инфо,2850000.0,2 из 4,0,0,0,,Далеко,2.0,4.0,0.5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
356,356,https://samara.cian.ru/sale/flat/243141679/,,21.0,9.0,41.0,Нет инфо,Нет инфо,,р-н Октябрьский,,Кирпичный,Вторичка,Нет инфо,2700000.0,4 из 4,0,0,0,,Далеко,4.0,4.0,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
357,357,https://samara.cian.ru/sale/flat/241689085/,,,4.0,20.0,Нет инфо,Нет инфо,,р-н Промышленный,4 кв. 2020,Нет инфо,Новостройка,Нет инфо,995000.0,9 из 16,0,0,0,5,На транспорте близко,9.0,16.0,0.5625,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
358,358,https://samara.cian.ru/sale/flat/229106132/,2016.0,,,34.0,Центральное,Нет инфо,2015.0,р-н Куйбышевский,,Кирпичный,Вторичка,Нет инфо,2060000.0,1 из 16,0,1,0,,Далеко,1.0,16.0,0.0625,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
359,359,https://samara.cian.ru/sale/flat/225565278/,2010.0,17.0,11.0,34.0,Котел/Квартирное отопление,Нет инфо,,р-н Красноглинский,,Кирпичный,Вторичка,Железобетонные,1460000.0,2 из 3,0,0,0,,Далеко,2.0,3.0,0.6666666666666666,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
360,360,https://samara.cian.ru/sale/flat/224329196/,2011.0,17.0,10.0,36.0,Котел/Квартирное отопление,Нет инфо,,р-н Красноглинский,,Кирпичный,Вторичка,Железобетонные,1600000.0,2 из 3,0,0,0,,Далеко,2.0,3.0,0.6666666666666666,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
361,361,https://samara.cian.ru/sale/flat/237300944/,1977.0,18.0,10.0,34.0,Центральное,Нет инфо,,р-н Промышленный,,Кирпичный,Вторичка,Железобетонные,1600000.0,6 из 9,0,1,0,,Далеко,6.0,9.0,0.6666666666666666,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
362,362,https://samara.cian.ru/sale/flat/237173684/,2016.0,14.0,9.0,38.0,Центральное,Нет инфо,,р-н Куйбышевский,,Кирпичный,Вторичка,Нет инфо,2150000.0,15 из 16,0,1,0,,Далеко,15.0,16.0,0.9375,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
363,363,https://samara.cian.ru/sale/flat/225815333/,1977.0,17.0,11.0,34.0,Центральное,Нет инфо,,р-н Промышленный,,Кирпичный,Вторичка,Железобетонные,1600000.0,6 из 9,0,1,0,,Далеко,6.0,9.0,0.6666666666666666,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
364,364,https://samara.cian.ru/sale/flat/242959287/,1991.0,19.0,7.0,35.0,Центральное,Нет инфо,1991.0,р-н Кировский,,Кирпичный,Вторичка,Железобетонные,2250000.0,1 из 9,0,1,0,,Далеко,1.0,9.0,0.1111111111111111,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
365,365,https://samara.cian.ru/sale/flat/207646047/,1966.0,17.0,5.0,25.0,Центральное,Нет инфо,,р-н Красноглинский,,Кирпичный,Вторичка,Железобетонные,800000.0,5 из 5,0,0,0,,Далеко,5.0,5.0,1.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
366,366,https://samara.cian.ru/sale/flat/245708670/,1969.0,16.0,6.0,30.0,Центральное,Нет инфо,,р-н Советский,,Кирпичный,Вторичка,Железобетонные,2000000.0,1 из 5,0,0,0,,Далеко,1.0,5.0,0.2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
367,367,https://samara.cian.ru/sale/flat/245977278/,1972.0,19.0,6.0,32.0,Нет,Нет инфо,,р-н Кировский,,Кирпичный,Вторичка,Железобетонные,2000000.0,3 из 9,0,1,0,,Далеко,3.0,9.0,0.3333333333333333,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
368,368,https://samara.cian.ru/sale/flat/245998873/,2008.0,14.0,9.0,35.0,Центральное,Нет инфо,,р-н Советский,,Кирпичный,Вторичка,Железобетонные,3100000.0,2 из 12,0,1,0,,Далеко,2.0,12.0,0.16666666666666666,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
369,369,https://samara.cian.ru/sale/flat/229105151/,1967.0,,,31.0,Центральное,Нет инфо,,р-н Красноглинский,,Блочный,Вторичка,Деревянные,1000000.0,1 из 2,0,0,0,,Далеко,1.0,2.0,0.5,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
370,370,https://samara.cian.ru/sale/flat/242201000/,1982.0,17.0,7.0,36.0,Центральное,Нет инфо,1986.0,р-н Кировский,,Панельный,Вторичка,Железобетонные,2450000.0,6 из 9,0,1,0,,Далеко,6.0,9.0,0.6666666666666666,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
371,371,https://samara.cian.ru/sale/flat/241880678/,1995.0,,8.0,38.0,Центральное,Нет инфо,1995.0,р-н Кировский,,Кирпичный,Вторичка,Железобетонные,2200000.0,3 из 9,0,1,0,,Далеко,3.0,9.0,0.3333333333333333,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
372,372,https://samara.cian.ru/sale/flat/231340336/,1970.0,16.0,5.0,23.0,Центральное,Нет инфо,,р-н Кировский,,Кирпичный,Вторичка,Железобетонные,1200000.0,5 из 5,0,0,0,,Далеко,5.0,5.0,1.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
373,373,https://samara.cian.ru/sale/flat/228095310/,,22.0,5.0,32.0,Нет инфо,Нет инфо,1958.0,р-н Промышленный,,Кирпичный,Вторичка,Нет инфо,1500000.0,1 из 2,0,0,0,2,На транспорте близко,1.0,2.0,0.5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
374,374,https://samara.cian.ru/sale/flat/233909270/,1889.0,14.0,5.0,27.0,Нет инфо,Нет инфо,,р-н Самарский,,Деревянный,Вторичка,Деревянные,1700000.0,2 из 2,0,0,0,,Далеко,2.0,2.0,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
375,375,https://samara.cian.ru/sale/flat/240134810/,,14.0,6.0,30.0,Нет инфо,Нет инфо,,р-н Самарский,,Кирпичный,Вторичка,Нет инфо,1800000.0,1 из 2,0,0,0,,Далеко,1.0,2.0,0.5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
376,376,https://samara.cian.ru/sale/flat/238062578/,2016.0,18.0,11.0,49.0,Центральное,Нет инфо,2016.0,р-н Куйбышевский,,Кирпичный,Вторичка,Нет инфо,2300000.0,4 из 18,0,1,0,,Далеко,4.0,18.0,0.2222222222222222,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
377,377,https://samara.cian.ru/sale/flat/219235242/,,16.0,11.0,42.0,Нет инфо,Нет инфо,,р-н Промышленный,2 кв. 2020,Нет инфо,Новостройка,Нет инфо,2500000.0,8 из 16,0,0,0,11,На транспорте близко,8.0,16.0,0.5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
378,378,https://samara.cian.ru/sale/flat/233260375/,,13.0,20.0,42.0,Нет инфо,Нет инфо,,р-н Куйбышевский,,Нет инфо,Вторичка,Нет инфо,2500000.0,11 из 16,0,1,0,,Далеко,11.0,16.0,0.6875,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
379,379,https://samara.cian.ru/sale/flat/229254009/,,,,47.0,Нет инфо,Нет инфо,,р-н Кировский,,Нет инфо,Вторичка,Нет инфо,2550000.0,3 из 22,0,0,0,,Далеко,3.0,22.0,0.13636363636363635,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
380,380,https://samara.cian.ru/sale/flat/241374413/,1965.0,,,14.0,Центральное,Нет инфо,1965.0,р-н Кировский,,Кирпичный,Вторичка,Железобетонные,580000.0,3 из 5,0,0,0,,Далеко,3.0,5.0,0.6,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
381,381,https://samara.cian.ru/sale/flat/243206383/,1990.0,26.0,6.0,35.0,Центральное,Нет инфо,,р-н Железнодорожный,,Кирпичный,Вторичка,Железобетонные,2300000.0,4 из 13,0,1,0,,Далеко,4.0,13.0,0.3076923076923077,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
382,382,https://samara.cian.ru/sale/flat/241918775/,1979.0,,7.0,35.0,Центральное,Нет инфо,1979.0,р-н Кировский,,Кирпичный,Вторичка,Железобетонные,2407200.0,9 из 9,1,1,0,4,На транспорте близко,9.0,9.0,1.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
383,383,https://samara.cian.ru/sale/flat/243158682/,1971.0,18.0,6.0,30.0,Центральное,Нет инфо,,р-н Советский,,Кирпичный,Вторичка,Железобетонные,1800000.0,4 из 5,0,0,0,,Далеко,4.0,5.0,0.8,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
384,384,https://samara.cian.ru/sale/flat/244199377/,2006.0,17.0,11.0,40.0,Центральное,Нет инфо,,р-н Промышленный,,Кирпичный,Вторичка,Железобетонные,3030000.0,6 из 10,0,1,0,,Далеко,6.0,10.0,0.6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
385,385,https://samara.cian.ru/sale/flat/241724050/,1976.0,,,30.0,Центральное,Нет инфо,,р-н Промышленный,,Кирпичный,Вторичка,Железобетонные,1450000.0,8 из 9,0,1,0,,Далеко,8.0,9.0,0.8888888888888888,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
386,386,https://samara.cian.ru/sale/flat/242135193/,1967.0,19.0,6.0,34.0,Центральное,Нет инфо,,р-н Железнодорожный,,Панельный,Вторичка,Железобетонные,1850000.0,1 из 5,0,0,0,,Далеко,1.0,5.0,0.2,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
